Sexo;Provincias;Tasas;Periodo;Total
Mujeres;10 Cáceres;Tasa de empleo de la población;2021T1;33,34
Mujeres;11 Cádiz;Tasa de actividad;2023T4;48,21
Mujeres;11 Cádiz;Tasa de actividad;2023T3;51,47
Mujeres;11 Cádiz;Tasa de actividad;2023T2;50,42
Mujeres;11 Cádiz;Tasa de actividad;2023T1;48,99
Mujeres;11 Cádiz;Tasa de actividad;2022T4;48,77
Mujeres;11 Cádiz;Tasa de actividad;2022T3;48,80
Mujeres;11 Cádiz;Tasa de actividad;2022T2;49,82
Mujeres;11 Cádiz;Tasa de actividad;2022T1;46,61
Mujeres;11 Cádiz;Tasa de actividad;2021T4;50,05
Mujeres;11 Cádiz;Tasa de actividad;2021T3;50,99
Mujeres;11 Cádiz;Tasa de actividad;2021T2;48,34
Mujeres;11 Cádiz;Tasa de actividad;2021T1;47,14
Mujeres;11 Cádiz;Tasa de paro de la población;2023T4;24,35
Mujeres;11 Cádiz;Tasa de paro de la población;2023T3;24,01
Mujeres;11 Cádiz;Tasa de paro de la población;2023T2;25,95
Mujeres;11 Cádiz;Tasa de paro de la población;2023T1;30,78
Mujeres;11 Cádiz;Tasa de paro de la población;2022T4;28,02
Mujeres;11 Cádiz;Tasa de paro de la población;2022T3;23,80
Mujeres;11 Cádiz;Tasa de paro de la población;2022T2;25,50
Mujeres;11 Cádiz;Tasa de paro de la población;2022T1;31,75
Mujeres;11 Cádiz;Tasa de paro de la población;2021T4;31,46
Mujeres;11 Cádiz;Tasa de paro de la población;2021T3;27,30
Mujeres;11 Cádiz;Tasa de paro de la población;2021T2;31,86
Mujeres;11 Cádiz;Tasa de paro de la población;2021T1;35,43
Mujeres;11 Cádiz;Tasa de empleo de la población;2023T4;36,47
Mujeres;11 Cádiz;Tasa de empleo de la población;2023T3;39,11
Mujeres;11 Cádiz;Tasa de empleo de la población;2023T2;37,33
Mujeres;11 Cádiz;Tasa de empleo de la población;2023T1;33,91
Mujeres;11 Cádiz;Tasa de empleo de la población;2022T4;35,11
Mujeres;11 Cádiz;Tasa de empleo de la población;2022T3;37,19
Mujeres;11 Cádiz;Tasa de empleo de la población;2022T2;37,11
Mujeres;11 Cádiz;Tasa de empleo de la población;2022T1;31,81
Mujeres;11 Cádiz;Tasa de empleo de la población;2021T4;34,30
Mujeres;11 Cádiz;Tasa de empleo de la población;2021T3;37,07
Mujeres;11 Cádiz;Tasa de empleo de la población;2021T2;32,94
Mujeres;11 Cádiz;Tasa de empleo de la población;2021T1;30,44
Mujeres;39 Cantabria;Tasa de actividad;2023T4;50,61
Mujeres;39 Cantabria;Tasa de actividad;2023T3;51,03
Mujeres;39 Cantabria;Tasa de actividad;2023T2;51,47
Mujeres;39 Cantabria;Tasa de actividad;2023T1;49,86
Mujeres;39 Cantabria;Tasa de actividad;2022T4;50,04
Mujeres;39 Cantabria;Tasa de actividad;2022T3;50,47
Mujeres;39 Cantabria;Tasa de actividad;2022T2;49,16
Mujeres;39 Cantabria;Tasa de actividad;2022T1;49,08
Mujeres;39 Cantabria;Tasa de actividad;2021T4;49,13
Mujeres;39 Cantabria;Tasa de actividad;2021T3;51,66
Mujeres;39 Cantabria;Tasa de actividad;2021T2;51,83
Mujeres;39 Cantabria;Tasa de actividad;2021T1;49,62
Mujeres;39 Cantabria;Tasa de paro de la población;2023T4;8,87
Mujeres;39 Cantabria;Tasa de paro de la población;2023T3;8,97
Mujeres;39 Cantabria;Tasa de paro de la población;2023T2;10,31
Mujeres;39 Cantabria;Tasa de paro de la población;2023T1;11,72
Mujeres;39 Cantabria;Tasa de paro de la población;2022T4;12,79
Mujeres;39 Cantabria;Tasa de paro de la población;2022T3;10,30
Mujeres;39 Cantabria;Tasa de paro de la población;2022T2;9,55
Mujeres;39 Cantabria;Tasa de paro de la población;2022T1;12,77
Mujeres;39 Cantabria;Tasa de paro de la población;2021T4;12,82
Mujeres;39 Cantabria;Tasa de paro de la población;2021T3;11,05
Mujeres;39 Cantabria;Tasa de paro de la población;2021T2;15,16
Mujeres;39 Cantabria;Tasa de paro de la población;2021T1;12,95
Mujeres;39 Cantabria;Tasa de empleo de la población;2023T4;46,12
Mujeres;39 Cantabria;Tasa de empleo de la población;2023T3;46,46
Mujeres;39 Cantabria;Tasa de empleo de la población;2023T2;46,17
Mujeres;39 Cantabria;Tasa de empleo de la población;2023T1;44,01
Mujeres;39 Cantabria;Tasa de empleo de la población;2022T4;43,64
Mujeres;39 Cantabria;Tasa de empleo de la población;2022T3;45,27
Mujeres;39 Cantabria;Tasa de empleo de la población;2022T2;44,47
Mujeres;39 Cantabria;Tasa de empleo de la población;2022T1;42,82
Mujeres;39 Cantabria;Tasa de empleo de la población;2021T4;42,83
Mujeres;39 Cantabria;Tasa de empleo de la población;2021T3;45,95
Mujeres;39 Cantabria;Tasa de empleo de la población;2021T2;43,97
Mujeres;39 Cantabria;Tasa de empleo de la población;2021T1;43,20
Mujeres;12 Castellón/Castelló;Tasa de actividad;2023T4;52,83
Mujeres;12 Castellón/Castelló;Tasa de actividad;2023T3;52,42
Mujeres;12 Castellón/Castelló;Tasa de actividad;2023T2;52,69
Mujeres;12 Castellón/Castelló;Tasa de actividad;2023T1;51,53
Mujeres;12 Castellón/Castelló;Tasa de actividad;2022T4;52,57
Mujeres;12 Castellón/Castelló;Tasa de actividad;2022T3;52,49
Mujeres;12 Castellón/Castelló;Tasa de actividad;2022T2;52,07
Mujeres;12 Castellón/Castelló;Tasa de actividad;2022T1;50,09
Mujeres;12 Castellón/Castelló;Tasa de actividad;2021T4;49,17
Mujeres;12 Castellón/Castelló;Tasa de actividad;2021T3;52,91
Mujeres;12 Castellón/Castelló;Tasa de actividad;2021T2;53,55
Mujeres;12 Castellón/Castelló;Tasa de actividad;2021T1;49,86
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2023T4;14,42
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2023T3;17,20
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2023T2;14,63
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2023T1;17,55
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2022T4;14,06
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2022T3;13,65
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2022T2;12,27
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2022T1;13,33
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2021T4;13,45
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2021T3;16,27
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2021T2;18,06
Mujeres;12 Castellón/Castelló;Tasa de paro de la población;2021T1;17,05
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2023T4;45,21
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2023T3;43,40
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2023T2;44,98
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2023T1;42,49
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2022T4;45,17
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2022T3;45,32
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2022T2;45,68
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2022T1;43,42
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2021T4;42,56
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2021T3;44,31
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2021T2;43,87
Mujeres;12 Castellón/Castelló;Tasa de empleo de la población;2021T1;41,36
Mujeres;13 Ciudad Real;Tasa de actividad;2023T4;48,75
Mujeres;13 Ciudad Real;Tasa de actividad;2023T3;49,30
Mujeres;13 Ciudad Real;Tasa de actividad;2023T2;49,32
Mujeres;13 Ciudad Real;Tasa de actividad;2023T1;48,11
Mujeres;13 Ciudad Real;Tasa de actividad;2022T4;48,80
Mujeres;13 Ciudad Real;Tasa de actividad;2022T3;48,75
Mujeres;13 Ciudad Real;Tasa de actividad;2022T2;48,07
Mujeres;13 Ciudad Real;Tasa de actividad;2022T1;46,83
Mujeres;13 Ciudad Real;Tasa de actividad;2021T4;49,11
Mujeres;13 Ciudad Real;Tasa de actividad;2021T3;48,98
Mujeres;13 Ciudad Real;Tasa de actividad;2021T2;48,17
Mujeres;13 Ciudad Real;Tasa de actividad;2021T1;47,71
Mujeres;13 Ciudad Real;Tasa de paro de la población;2023T4;20,14
Mujeres;13 Ciudad Real;Tasa de paro de la población;2023T3;19,52
Mujeres;13 Ciudad Real;Tasa de paro de la población;2023T2;19,86
Mujeres;13 Ciudad Real;Tasa de paro de la población;2023T1;25,11
Mujeres;13 Ciudad Real;Tasa de paro de la población;2022T4;26,96
Mujeres;13 Ciudad Real;Tasa de paro de la población;2022T3;26,74
Mujeres;13 Ciudad Real;Tasa de paro de la población;2022T2;24,09
Mujeres;13 Ciudad Real;Tasa de paro de la población;2022T1;24,96
Mujeres;13 Ciudad Real;Tasa de paro de la población;2021T4;22,66
Mujeres;13 Ciudad Real;Tasa de paro de la población;2021T3;21,38
Mujeres;13 Ciudad Real;Tasa de paro de la población;2021T2;23,53
Mujeres;13 Ciudad Real;Tasa de paro de la población;2021T1;27,73
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2023T4;38,93
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2023T3;39,68
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2023T2;39,53
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2023T1;36,03
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2022T4;35,64
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2022T3;35,72
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2022T2;36,49
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2022T1;35,14
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2021T4;37,98
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2021T3;38,51
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2021T2;36,84
Mujeres;13 Ciudad Real;Tasa de empleo de la población;2021T1;34,48
Mujeres;14 Córdoba;Tasa de actividad;2023T4;48,41
Mujeres;14 Córdoba;Tasa de actividad;2023T3;47,66
Mujeres;14 Córdoba;Tasa de actividad;2023T2;49,24
Mujeres;14 Córdoba;Tasa de actividad;2023T1;49,19
Mujeres;14 Córdoba;Tasa de actividad;2022T4;50,26
Mujeres;14 Córdoba;Tasa de actividad;2022T3;50,64
Mujeres;14 Córdoba;Tasa de actividad;2022T2;50,58
Mujeres;14 Córdoba;Tasa de actividad;2022T1;50,25
Mujeres;14 Córdoba;Tasa de actividad;2021T4;50,58
Mujeres;14 Córdoba;Tasa de actividad;2021T3;51,61
Mujeres;14 Córdoba;Tasa de actividad;2021T2;50,11
Mujeres;14 Córdoba;Tasa de actividad;2021T1;49,68
Mujeres;14 Córdoba;Tasa de paro de la población;2023T4;21,23
Mujeres;14 Córdoba;Tasa de paro de la población;2023T3;22,44
Mujeres;14 Córdoba;Tasa de paro de la población;2023T2;27,23
Mujeres;14 Córdoba;Tasa de paro de la población;2023T1;21,34
Mujeres;14 Córdoba;Tasa de paro de la población;2022T4;19,75
Mujeres;14 Córdoba;Tasa de paro de la población;2022T3;24,96
Mujeres;14 Córdoba;Tasa de paro de la población;2022T2;26,11
Mujeres;14 Córdoba;Tasa de paro de la población;2022T1;21,61
Mujeres;14 Córdoba;Tasa de paro de la población;2021T4;21,47
Mujeres;14 Córdoba;Tasa de paro de la población;2021T3;28,97
Mujeres;14 Córdoba;Tasa de paro de la población;2021T2;27,92
Mujeres;14 Córdoba;Tasa de paro de la población;2021T1;26,25
Mujeres;14 Córdoba;Tasa de empleo de la población;2023T4;38,13
Mujeres;14 Córdoba;Tasa de empleo de la población;2023T3;36,96
Mujeres;14 Córdoba;Tasa de empleo de la población;2023T2;35,83
Mujeres;14 Córdoba;Tasa de empleo de la población;2023T1;38,69
Mujeres;14 Córdoba;Tasa de empleo de la población;2022T4;40,34
Mujeres;14 Córdoba;Tasa de empleo de la población;2022T3;38,00
Mujeres;14 Córdoba;Tasa de empleo de la población;2022T2;37,37
Mujeres;14 Córdoba;Tasa de empleo de la población;2022T1;39,39
Mujeres;14 Córdoba;Tasa de empleo de la población;2021T4;39,72
Mujeres;14 Córdoba;Tasa de empleo de la población;2021T3;36,66
Mujeres;14 Córdoba;Tasa de empleo de la población;2021T2;36,12
Mujeres;14 Córdoba;Tasa de empleo de la población;2021T1;36,64
Mujeres;15 Coruña, A;Tasa de actividad;2023T4;49,79
Mujeres;15 Coruña, A;Tasa de actividad;2023T3;50,01
Mujeres;15 Coruña, A;Tasa de actividad;2023T2;50,38
Mujeres;15 Coruña, A;Tasa de actividad;2023T1;49,76
Mujeres;15 Coruña, A;Tasa de actividad;2022T4;50,53
Mujeres;15 Coruña, A;Tasa de actividad;2022T3;51,10
Mujeres;15 Coruña, A;Tasa de actividad;2022T2;49,59
Mujeres;15 Coruña, A;Tasa de actividad;2022T1;48,23
Mujeres;15 Coruña, A;Tasa de actividad;2021T4;48,43
Mujeres;15 Coruña, A;Tasa de actividad;2021T3;47,58
Mujeres;15 Coruña, A;Tasa de actividad;2021T2;48,71
Mujeres;15 Coruña, A;Tasa de actividad;2021T1;48,34
Mujeres;15 Coruña, A;Tasa de paro de la población;2023T4;8,98
Mujeres;15 Coruña, A;Tasa de paro de la población;2023T3;9,35
Mujeres;15 Coruña, A;Tasa de paro de la población;2023T2;10,82
Mujeres;15 Coruña, A;Tasa de paro de la población;2023T1;10,97
Mujeres;15 Coruña, A;Tasa de paro de la población;2022T4;10,56
Mujeres;15 Coruña, A;Tasa de paro de la población;2022T3;9,96
Mujeres;15 Coruña, A;Tasa de paro de la población;2022T2;11,57
Mujeres;15 Coruña, A;Tasa de paro de la población;2022T1;11,33
Mujeres;15 Coruña, A;Tasa de paro de la población;2021T4;11,55
Mujeres;15 Coruña, A;Tasa de paro de la población;2021T3;8,29
Mujeres;15 Coruña, A;Tasa de paro de la población;2021T2;11,75
Mujeres;15 Coruña, A;Tasa de paro de la población;2021T1;13,49
Mujeres;15 Coruña, A;Tasa de empleo de la población;2023T4;45,31
Mujeres;15 Coruña, A;Tasa de empleo de la población;2023T3;45,33
Mujeres;15 Coruña, A;Tasa de empleo de la población;2023T2;44,93
Mujeres;15 Coruña, A;Tasa de empleo de la población;2023T1;44,30
Mujeres;15 Coruña, A;Tasa de empleo de la población;2022T4;45,19
Mujeres;15 Coruña, A;Tasa de empleo de la población;2022T3;46,01
Mujeres;15 Coruña, A;Tasa de empleo de la población;2022T2;43,85
Mujeres;15 Coruña, A;Tasa de empleo de la población;2022T1;42,76
Mujeres;15 Coruña, A;Tasa de empleo de la población;2021T4;42,84
Mujeres;15 Coruña, A;Tasa de empleo de la población;2021T3;43,64
Mujeres;15 Coruña, A;Tasa de empleo de la población;2021T2;42,99
Mujeres;15 Coruña, A;Tasa de empleo de la población;2021T1;41,82
Mujeres;16 Cuenca;Tasa de actividad;2023T4;49,81
Mujeres;16 Cuenca;Tasa de actividad;2023T3;50,32
Mujeres;16 Cuenca;Tasa de actividad;2023T2;51,63
Mujeres;16 Cuenca;Tasa de actividad;2023T1;49,11
Mujeres;16 Cuenca;Tasa de actividad;2022T4;49,94
Mujeres;16 Cuenca;Tasa de actividad;2022T3;49,98
Mujeres;16 Cuenca;Tasa de actividad;2022T2;49,82
Mujeres;16 Cuenca;Tasa de actividad;2022T1;47,58
Mujeres;16 Cuenca;Tasa de actividad;2021T4;48,99
Mujeres;16 Cuenca;Tasa de actividad;2021T3;50,31
Mujeres;16 Cuenca;Tasa de actividad;2021T2;46,74
Mujeres;16 Cuenca;Tasa de actividad;2021T1;44,35
Mujeres;16 Cuenca;Tasa de paro de la población;2023T4;17,12
Mujeres;16 Cuenca;Tasa de paro de la población;2023T3;13,09
Mujeres;16 Cuenca;Tasa de paro de la población;2023T2;14,72
Mujeres;16 Cuenca;Tasa de paro de la población;2023T1;17,53
Mujeres;16 Cuenca;Tasa de paro de la población;2022T4;11,43
Mujeres;16 Cuenca;Tasa de paro de la población;2022T3;13,19
Mujeres;16 Cuenca;Tasa de paro de la población;2022T2;11,36
Mujeres;16 Cuenca;Tasa de paro de la población;2022T1;11,61
Mujeres;16 Cuenca;Tasa de paro de la población;2021T4;11,21
Mujeres;16 Cuenca;Tasa de paro de la población;2021T3;16,09
Mujeres;16 Cuenca;Tasa de paro de la población;2021T2;15,51
Mujeres;16 Cuenca;Tasa de paro de la población;2021T1;20,91
Mujeres;16 Cuenca;Tasa de empleo de la población;2023T4;41,28
Mujeres;16 Cuenca;Tasa de empleo de la población;2023T3;43,73
Mujeres;16 Cuenca;Tasa de empleo de la población;2023T2;44,03
Mujeres;16 Cuenca;Tasa de empleo de la población;2023T1;40,50
Mujeres;16 Cuenca;Tasa de empleo de la población;2022T4;44,23
Mujeres;16 Cuenca;Tasa de empleo de la población;2022T3;43,39
Mujeres;16 Cuenca;Tasa de empleo de la población;2022T2;44,15
Mujeres;16 Cuenca;Tasa de empleo de la población;2022T1;42,05
Mujeres;16 Cuenca;Tasa de empleo de la población;2021T4;43,50
Mujeres;16 Cuenca;Tasa de empleo de la población;2021T3;42,21
Mujeres;16 Cuenca;Tasa de empleo de la población;2021T2;39,49
Mujeres;16 Cuenca;Tasa de empleo de la población;2021T1;35,07
Mujeres;20 Gipuzkoa;Tasa de actividad;2023T4;54,44
Mujeres;20 Gipuzkoa;Tasa de actividad;2023T3;55,60
Mujeres;20 Gipuzkoa;Tasa de actividad;2023T2;51,09
Mujeres;20 Gipuzkoa;Tasa de actividad;2023T1;51,16
Mujeres;20 Gipuzkoa;Tasa de actividad;2022T4;50,91
Mujeres;20 Gipuzkoa;Tasa de actividad;2022T3;50,75
Mujeres;20 Gipuzkoa;Tasa de actividad;2022T2;49,65
Mujeres;20 Gipuzkoa;Tasa de actividad;2022T1;51,58
Mujeres;20 Gipuzkoa;Tasa de actividad;2021T4;52,92
Mujeres;20 Gipuzkoa;Tasa de actividad;2021T3;53,76
Mujeres;20 Gipuzkoa;Tasa de actividad;2021T2;53,33
Mujeres;20 Gipuzkoa;Tasa de actividad;2021T1;54,41
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2023T4;6,15
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2023T3;10,67
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2023T2;6,24
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2023T1;9,92
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2022T4;10,43
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2022T3;7,07
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2022T2;7,89
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2022T1;9,53
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2021T4;7,87
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2021T3;10,91
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2021T2;10,35
Mujeres;20 Gipuzkoa;Tasa de paro de la población;2021T1;10,95
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2023T4;51,09
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2023T3;49,66
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2023T2;47,90
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2023T1;46,08
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2022T4;45,61
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2022T3;47,16
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2022T2;45,73
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2022T1;46,66
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2021T4;48,75
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2021T3;47,90
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2021T2;47,81
Mujeres;20 Gipuzkoa;Tasa de empleo de la población;2021T1;48,46
Mujeres;17 Girona;Tasa de actividad;2023T4;54,06
Mujeres;17 Girona;Tasa de actividad;2023T3;57,99
Mujeres;17 Girona;Tasa de actividad;2023T2;55,97
Mujeres;17 Girona;Tasa de actividad;2023T1;56,32
Mujeres;17 Girona;Tasa de actividad;2022T4;56,33
Mujeres;17 Girona;Tasa de actividad;2022T3;57,82
Mujeres;17 Girona;Tasa de actividad;2022T2;60,17
Mujeres;17 Girona;Tasa de actividad;2022T1;58,45
Mujeres;17 Girona;Tasa de actividad;2021T4;58,64
Mujeres;17 Girona;Tasa de actividad;2021T3;60,23
Mujeres;17 Girona;Tasa de actividad;2021T2;58,24
Mujeres;17 Girona;Tasa de actividad;2021T1;58,70
Mujeres;17 Girona;Tasa de paro de la población;2023T4;12,16
Mujeres;17 Girona;Tasa de paro de la población;2023T3;8,82
Mujeres;17 Girona;Tasa de paro de la población;2023T2;9,00
Mujeres;17 Girona;Tasa de paro de la población;2023T1;12,62
Mujeres;17 Girona;Tasa de paro de la población;2022T4;9,09
Mujeres;17 Girona;Tasa de paro de la población;2022T3;8,16
Mujeres;17 Girona;Tasa de paro de la población;2022T2;8,55
Mujeres;17 Girona;Tasa de paro de la población;2022T1;10,66
Mujeres;17 Girona;Tasa de paro de la población;2021T4;12,26
Mujeres;17 Girona;Tasa de paro de la población;2021T3;11,79
Mujeres;17 Girona;Tasa de paro de la población;2021T2;15,22
Mujeres;17 Girona;Tasa de paro de la población;2021T1;15,67
Mujeres;17 Girona;Tasa de empleo de la población;2023T4;47,48
Mujeres;17 Girona;Tasa de empleo de la población;2023T3;52,87
Mujeres;17 Girona;Tasa de empleo de la población;2023T2;50,94
Mujeres;17 Girona;Tasa de empleo de la población;2023T1;49,21
Mujeres;17 Girona;Tasa de empleo de la población;2022T4;51,21
Mujeres;17 Girona;Tasa de empleo de la población;2022T3;53,10
Mujeres;17 Girona;Tasa de empleo de la población;2022T2;55,03
Mujeres;17 Girona;Tasa de empleo de la población;2022T1;52,22
Mujeres;17 Girona;Tasa de empleo de la población;2021T4;51,46
Mujeres;17 Girona;Tasa de empleo de la población;2021T3;53,13
Mujeres;17 Girona;Tasa de empleo de la población;2021T2;49,37
Mujeres;17 Girona;Tasa de empleo de la población;2021T1;49,51
Mujeres;18 Granada;Tasa de actividad;2023T4;53,62
Mujeres;18 Granada;Tasa de actividad;2023T3;55,23
Mujeres;18 Granada;Tasa de actividad;2023T2;52,21
Mujeres;18 Granada;Tasa de actividad;2023T1;51,21
Mujeres;18 Granada;Tasa de actividad;2022T4;49,16
Mujeres;18 Granada;Tasa de actividad;2022T3;52,04
Mujeres;18 Granada;Tasa de actividad;2022T2;52,42
Mujeres;18 Granada;Tasa de actividad;2022T1;49,91
Mujeres;18 Granada;Tasa de actividad;2021T4;50,81
Mujeres;18 Granada;Tasa de actividad;2021T3;51,20
Mujeres;18 Granada;Tasa de actividad;2021T2;51,94
Mujeres;18 Granada;Tasa de actividad;2021T1;49,09
Mujeres;18 Granada;Tasa de paro de la población;2023T4;23,97
Mujeres;18 Granada;Tasa de paro de la población;2023T3;25,46
Mujeres;18 Granada;Tasa de paro de la población;2023T2;21,59
Mujeres;18 Granada;Tasa de paro de la población;2023T1;25,75
Mujeres;18 Granada;Tasa de paro de la población;2022T4;21,79
Mujeres;18 Granada;Tasa de paro de la población;2022T3;25,49
Mujeres;18 Granada;Tasa de paro de la población;2022T2;25,15
Mujeres;18 Granada;Tasa de paro de la población;2022T1;20,31
Mujeres;18 Granada;Tasa de paro de la población;2021T4;19,98
Mujeres;18 Granada;Tasa de paro de la población;2021T3;21,13
Mujeres;18 Granada;Tasa de paro de la población;2021T2;25,65
Mujeres;18 Granada;Tasa de paro de la población;2021T1;24,72
Mujeres;18 Granada;Tasa de empleo de la población;2023T4;40,77
Mujeres;18 Granada;Tasa de empleo de la población;2023T3;41,17
Mujeres;18 Granada;Tasa de empleo de la población;2023T2;40,94
Mujeres;18 Granada;Tasa de empleo de la población;2023T1;38,03
Mujeres;18 Granada;Tasa de empleo de la población;2022T4;38,45
Mujeres;18 Granada;Tasa de empleo de la población;2022T3;38,77
Mujeres;18 Granada;Tasa de empleo de la población;2022T2;39,24
Mujeres;18 Granada;Tasa de empleo de la población;2022T1;39,77
Mujeres;18 Granada;Tasa de empleo de la población;2021T4;40,65
Mujeres;18 Granada;Tasa de empleo de la población;2021T3;40,38
Mujeres;18 Granada;Tasa de empleo de la población;2021T2;38,61
Mujeres;18 Granada;Tasa de empleo de la población;2021T1;36,95
Mujeres;19 Guadalajara;Tasa de actividad;2023T4;60,96
Mujeres;19 Guadalajara;Tasa de actividad;2023T3;58,62
Mujeres;19 Guadalajara;Tasa de actividad;2023T2;60,14
Mujeres;19 Guadalajara;Tasa de actividad;2023T1;60,52
Mujeres;19 Guadalajara;Tasa de actividad;2022T4;60,98
Mujeres;19 Guadalajara;Tasa de actividad;2022T3;56,64
Mujeres;19 Guadalajara;Tasa de actividad;2022T2;56,42
Mujeres;19 Guadalajara;Tasa de actividad;2022T1;54,40
Mujeres;19 Guadalajara;Tasa de actividad;2021T4;54,62
Mujeres;19 Guadalajara;Tasa de actividad;2021T3;56,07
Mujeres;19 Guadalajara;Tasa de actividad;2021T2;54,48
Mujeres;19 Guadalajara;Tasa de actividad;2021T1;54,45
Mujeres;19 Guadalajara;Tasa de paro de la población;2023T4;12,70
Mujeres;19 Guadalajara;Tasa de paro de la población;2023T3;11,56
Mujeres;19 Guadalajara;Tasa de paro de la población;2023T2;9,36
Mujeres;19 Guadalajara;Tasa de paro de la población;2023T1;11,55
Mujeres;19 Guadalajara;Tasa de paro de la población;2022T4;11,54
Mujeres;19 Guadalajara;Tasa de paro de la población;2022T3;13,02
Mujeres;19 Guadalajara;Tasa de paro de la población;2022T2;14,62
Mujeres;19 Guadalajara;Tasa de paro de la población;2022T1;11,15
Mujeres;19 Guadalajara;Tasa de paro de la población;2021T4;14,42
Mujeres;19 Guadalajara;Tasa de paro de la población;2021T3;14,21
Mujeres;19 Guadalajara;Tasa de paro de la población;2021T2;17,91
Mujeres;19 Guadalajara;Tasa de paro de la población;2021T1;14,80
Mujeres;19 Guadalajara;Tasa de empleo de la población;2023T4;53,22
Mujeres;19 Guadalajara;Tasa de empleo de la población;2023T3;51,84
Mujeres;19 Guadalajara;Tasa de empleo de la población;2023T2;54,51
Mujeres;19 Guadalajara;Tasa de empleo de la población;2023T1;53,53
Mujeres;19 Guadalajara;Tasa de empleo de la población;2022T4;53,94
Mujeres;19 Guadalajara;Tasa de empleo de la población;2022T3;49,27
Mujeres;19 Guadalajara;Tasa de empleo de la población;2022T2;48,17
Mujeres;19 Guadalajara;Tasa de empleo de la población;2022T1;48,34
Mujeres;19 Guadalajara;Tasa de empleo de la población;2021T4;46,75
Mujeres;19 Guadalajara;Tasa de empleo de la población;2021T3;48,10
Mujeres;19 Guadalajara;Tasa de empleo de la población;2021T2;44,73
Mujeres;19 Guadalajara;Tasa de empleo de la población;2021T1;46,39
Mujeres;21 Huelva;Tasa de actividad;2023T4;51,63
Mujeres;21 Huelva;Tasa de actividad;2023T3;52,40
Mujeres;21 Huelva;Tasa de actividad;2023T2;54,73
Mujeres;21 Huelva;Tasa de actividad;2023T1;49,72
Mujeres;21 Huelva;Tasa de actividad;2022T4;50,78
Mujeres;21 Huelva;Tasa de actividad;2022T3;48,01
Mujeres;21 Huelva;Tasa de actividad;2022T2;52,95
Mujeres;21 Huelva;Tasa de actividad;2022T1;49,17
Mujeres;21 Huelva;Tasa de actividad;2021T4;49,49
Mujeres;21 Huelva;Tasa de actividad;2021T3;47,44
Mujeres;21 Huelva;Tasa de actividad;2021T2;50,06
